"museum_type_count","museum_type","city_administrative_location","state_administrative_location"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","PETALUMA","CA"
"1","HISTORIC PRESERVATION","PIEDMONT","CA"
"1","GENERAL MUSEUM","PENRYN","CA"
"3","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","SACRAMENTO","CA"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","OAKLAND","CA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","BLAIRSDEN","CA"
"3","HISTORIC PRESERVATION","SAN LEANDRO","CA"
"1","HISTORY MUSEUM","LAFAYETTE","CA"
"2","HISTORIC PRESERVATION","POWAY","CA"
"1","HISTORY MUSEUM","OAKLAND","CA"
"2","HISTORIC PRESERVATION","RAMONA","CA"
"1","HISTORY MUSEUM","SAN GABRIEL","CA"
"1","HISTORIC PRESERVATION","BODEGA BAY","CA"
"1","HISTORIC PRESERVATION","GUADALUPE","CA"
"1","GENERAL MUSEUM","VISTA","CA"
"1","GENERAL MUSEUM","PETALUMA","CA"
"1","HISTORIC PRESERVATION","RANCHO DOMINGUEZ","CA"
"1","HISTORIC PRESERVATION","RANCHO SANTA MARGARITA","CA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","CRESCENT CITY","CA"
"1","GENERAL MUSEUM","ORINDA","CA"
"1","GENERAL MUSEUM","REEDLEY","CA"
"1","ART MUSEUM","SCOTTS VALLEY","CA"
"1","HISTORIC PRESERVATION","RIALTO","CA"
"2","ART MUSEUM","RICHMOND","CA"
"1","HISTORIC PRESERVATION","FRAZIER PARK","CA"
"1","HISTORIC PRESERVATION","RIVERBANK","CA"
"1","ART MUSEUM","NORCO","CA"
"1","HISTORY MUSEUM","WILLITS","CA"
"1","GENERAL MUSEUM","ROSEVILLE","CA"
"1","HISTORIC PRESERVATION","WALNUT GROVE","CA"
"1","HISTORIC PRESERVATION","CALIPATRIA","CA"
"1","HISTORIC PRESERVATION","LOCKWOOD","CA"
"1","HISTORIC PRESERVATION","CERRITOS","CA"
"1","GENERAL MUSEUM","ESCONDIDO","CA"
"1","HISTORY MUSEUM","NATIONAL CITY","CA"
"1","ART MUSEUM","SAN FERNANDO","CA"
"1","GENERAL MUSEUM","SAN JACINTO","CA"
"1","CHILDREN'S MUSEUM","SAN JOSE","CA"
"1","GENERAL MUSEUM","SN LUIS OBISP","CA"
"1","ART MUSEUM","SAN RAFAEL","CA"
"1","CHILDREN'S MUSEUM","SAN MATEO","CA"
"1","ART MUSEUM","PACIFICA","CA"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","SANTA ANA","CA"
"1","CHILDREN'S MUSEUM","SANTA CRUZ","CA"
"1","GENERAL MUSEUM","ARROYO GRANDE","CA"
"2","HISTORIC PRESERVATION","SANTA MARIA","CA"
"1","HISTORIC PRESERVATION","W HOLLYWOOD","CA"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","EUREKA","CA"
"1","GENERAL MUSEUM","SHOSHONE","CA"
"1","GENERAL MUSEUM","FOUNTAIN VALL","CA"
"1","HISTORIC PRESERVATION","EL VERANO","CA"
"2","HISTORIC PRESERVATION","ARROYO GRANDE","CA"
"1","GENERAL MUSEUM","SOUTH GATE","CA"
"1","HISTORY MUSEUM","FALLBROOK","CA"
"1","HISTORIC PRESERVATION","STIRLING CITY","CA"
"1","HISTORY MUSEUM","STOCKTON","CA"
"1","HISTORIC PRESERVATION","DIAMOND SPRINGS","CA"
"1","HISTORIC PRESERVATION","HIDDEN VALLEY LAKE","CA"
"1","GENERAL MUSEUM","TAHOMA","CA"
"2","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","BEVERLY HILLS","CA"
"1","GENERAL MUSEUM","SAN CLEMENTE","CA"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","TEHACHAPI","CA"
"1","GENERAL MUSEUM","MENDOCINO","CA"
"2","HISTORIC PRESERVATION","VACAVILLE","CA"
"1","GENERAL MUSEUM","KLAMATH","CA"
"3","HISTORIC PRESERVATION","SONORA","CA"
"1","HISTORIC PRESERVATION","TWENTYNINE","CA"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","SAUSALITO","CA"
"1","HISTORIC PRESERVATION","SAN FRANCISC","CA"
"1","ART MUSEUM","ROHNERT PARK","CA"
"1","ART MUSEUM","STANISLAUS","CA"
"1","ART MUSEUM","EAST BAY","CA"
"1","GENERAL MUSEUM","VACAVILLE","CA"
"1","ART MUSEUM","SHERMAN OAKS","CA"
"1","HISTORIC PRESERVATION","VENICE","CA"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","WESTLAKE VLG","CA"
"1","HISTORY MUSEUM","CAMARILLO","CA"
"1","HISTORIC PRESERVATION","GROVER BEACH","CA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","EL CAJON","CA"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","WEED","CA"
"1","GENERAL MUSEUM","GARDENA","CA"
"2","HISTORIC PRESERVATION","WEST SACRAMENTO","CA"
"1","HISTORY MUSEUM","PORTOLA","CA"
"1","GENERAL MUSEUM","WESTWOOD","CA"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","ARCATA","CA"
"1","ART MUSEUM","LOS OLIVOS","CA"
"1","GENERAL MUSEUM","WILLOW CREEK","CA"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","STOCKTON","CA"
"1","HISTORIC PRESERVATION","BROWNSVILLE","CA"
"8","HISTORIC PRESERVATION","COLORADO SPRINGS","CO"
"1","GENERAL MUSEUM","ALMAOSA","CO"
"8","GENERAL MUSEUM","COLORADO SPRINGS","CO"
"1","HISTORIC PRESERVATION","DOLORES","CO"
"1","HISTORIC PRESERVATION","AGUILAR","CO"
"1","ART MUSEUM","ESTES PARK","CO"
"1","ART MUSEUM","TRINIDAD","CO"
"3","HISTORIC PRESERVATION","ASPEN","CO"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","ASPEN","CO"
"1","HISTORIC PRESERVATION","AULT","CO"
"7","HISTORIC PRESERVATION","FORT COLLINS","CO"
"1","GENERAL MUSEUM","BASALT","CO"
"3","HISTORIC PRESERVATION","GUNNISON","CO"
"4","HISTORIC PRESERVATION","TRINIDAD","CO"
"2","HISTORIC PRESERVATION","NIWOT","CO"
"1","CHILDREN'S MUSEUM","PUEBLO","CO"
"1","HISTORY MUSEUM","BUENA VISTA","CO"
"24","HISTORIC PRESERVATION","DENVER","CO"
"2","ART MUSEUM","PUEBLO","CO"
"5","HISTORY MUSEUM","PUEBLO","CO"
"1","CHILDREN'S MUSEUM","MONTROSE","CO"
"1","HISTORIC PRESERVATION","ELIZABETH","CO"
"2","GENERAL MUSEUM","SUPERIOR","CO"
"1","CHILDREN'S MUSEUM","COLORADO SPRINGS","CO"
"1","ART MUSEUM","COLORADO SPRI","CO"
"2","HISTORIC PRESERVATION","CONIFER","CO"
"2","HISTORIC PRESERVATION","CRESTED BUTTE","CO"
"2","HISTORY MUSEUM","CRIPPLE CREEK","CO"
"2","HISTORIC PRESERVATION","WESTCLIFFE","CO"
"3","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","DENVER","CO"
"3","ART MUSEUM","DURANGO","CO"
"1","HISTORIC PRESERVATION","DINOSAUR","CO"
"1","HISTORIC PRESERVATION","KIOWA","CO"
"2","HISTORIC PRESERVATION","ENGLEWOOD","CO"
"2","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","BOULDER","CO"
"1","HISTORIC PRESERVATION","FLAGLER","CO"
"1","HISTORY MUSEUM","FLEMING","CO"
"2","HISTORIC PRESERVATION","FLORISSANT","CO"
"1","GENERAL MUSEUM","FT GARLAND","CO"
"1","HISTORIC PRESERVATION","FORT MORGAN","CO"
"2","HISTORIC PRESERVATION","CANON CITY","CO"
"1","GENERAL MUSEUM","SILVER PLUME","CO"
"1","HISTORIC PRESERVATION","PARACHUTE","CO"
"2","GENERAL MUSEUM","GREELEY","CO"
"1","HISTORIC PRESERVATION","FRANKTOWN","CO"
"1","HISTORIC PRESERVATION","STEAMBOAT SPR","CO"
"1","HISTORIC PRESERVATION","IDAHO SPRINGS","CO"
"2","HISTORIC PRESERVATION","PARKER","CO"
"1","HISTORIC PRESERVATION","HOLLY","CO"
"1","HISTORIC PRESERVATION","HOMELAKE","CO"
"1","ART MUSEUM","HOTCHKISS","CO"
"2","ART MUSEUM","GRAND JUNCTION","CO"
"1","GENERAL MUSEUM","EADS","CO"
"2","HISTORIC PRESERVATION","LAFAYETTE","CO"
"1","HISTORIC PRESERVATION","LEADVILLE","CO"
"1","GENERAL MUSEUM","HIGHLANDS RANCH","CO"
"2","HISTORIC PRESERVATION","HUGO","CO"
"1","HISTORY MUSEUM","LITTLETON","CO"
"1","HISTORIC PRESERVATION","STERLING","CO"
"1","GENERAL MUSEUM","ALAMOSA","CO"
"1","GENERAL MUSEUM","LYONS","CO"
"1","ART MUSEUM","GREENWOOD VILLAGE","CO"
"1","HISTORIC PRESERVATION","MILLIKEN","CO"
"1","HISTORIC PRESERVATION","MONTE VISTA","CO"
"1","HISTORIC PRESERVATION","CARBONDALE","CO"
"1","HISTORIC PRESERVATION","BAILEY","CO"
"1","CHILDREN'S MUSEUM","LAKEWOOD","CO"
"1","GENERAL MUSEUM","PETERSON AFB","CO"
"1","GENERAL MUSEUM","BAYFIELD","CO"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","AURORA","CO"
"2","GENERAL MUSEUM","FLORENCE","CO"
"1","HISTORIC PRESERVATION","LAMAR","CO"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","PUEBLO","CO"
"1","HISTORIC PRESERVATION","REDSTONE","CO"
"1","HISTORIC PRESERVATION","RICO","CO"
"1","GENERAL MUSEUM","RIFLE","CO"
"1","HISTORIC PRESERVATION","MEEKER","CO"
"2","GENERAL MUSEUM","SAGUACHE","CO"
"1","HISTORIC PRESERVATION","SILVERTON","CO"
"1","HISTORIC PRESERVATION","PAGOSA SPRINGS","CO"
"1","HISTORY MUSEUM","ALAMOSA","CO"
"2","HISTORIC PRESERVATION","SILT","CO"
"1","GENERAL MUSEUM","ST ERIE","CO"
"1","ART MUSEUM","STEAMBOAT SPR","CO"
"1","HISTORY MUSEUM","LOVELAND","CO"
"1","HISTORY MUSEUM","STEAMBOAT SPRINGS","CO"
"1","HISTORY MUSEUM","TRINIDAD","CO"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","GRAND JUNCTION","CO"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","PARKER","CO"
"1","GENERAL MUSEUM","ROCKY HILL","CT"
"1","ART MUSEUM","SHARON","CT"
"1","HISTORIC PRESERVATION","ANDOVER","CT"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","ANSONIA","CT"
"2","ART MUSEUM","NEW BRITAIN","CT"
"3","ART MUSEUM","STAMFORD","CT"
"1","HISTORIC PRESERVATION","ASHFORD","CT"
"1","HISTORIC PRESERVATION","PUTNAM","CT"
"3","HISTORIC PRESERVATION","GROTON","CT"
"3","GENERAL MUSEUM","GROTON","CT"
"1","HISTORIC PRESERVATION","AVON","CT"
"1","HISTORIC PRESERVATION","PLEASANT VLY","CT"
"1","ART MUSEUM","SOUTHINGTON","CT"
"1","HISTORIC PRESERVATION","BETHEL","CT"
"1","GENERAL MUSEUM","BLOOMFIELD","CT"
"1","GENERAL MUSEUM","FRANKLIN","CT"
"1","HISTORIC PRESERVATION","BRIDGEWATER","CT"
"1","HISTORIC PRESERVATION","BURLINGTON","CT"
"1","HISTORIC PRESERVATION","EAST HAMPTON","CT"
"1","NATURAL HISTORY MUSEUM","WEST HARTFORD","CT"
"2","HISTORIC PRESERVATION","SOMERS","CT"
"3","GENERAL MUSEUM","EAST WINDSOR","CT"
"4","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","STRATFORD","CT"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","NEW MILFORD","CT"
"2","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","NEW LONDON","CT"
"3","HISTORIC PRESERVATION","MANCHESTER","CT"
"1","GENERAL MUSEUM","MIDDLETOWN","CT"
"1","NATURAL HISTORY MUSEUM","STORRS","CT"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","BRIDGEPORT","CT"
"2","ART MUSEUM","GREENWICH","CT"
"3","HISTORIC PRESERVATION","DANBURY","CT"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","MYSTIC","CT"
"3","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","BRIDGEPORT","CT"
"2","HISTORIC PRESERVATION","EAST HAVEN","CT"
"1","HISTORIC PRESERVATION","EASTFORD","CT"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","BRISTOL","CT"
"3","HISTORIC PRESERVATION","FARMINGTON","CT"
"3","HISTORIC PRESERVATION","EAST HARTFORD","CT"
"1","HISTORY MUSEUM","SCOTLAND","CT"
"1","HISTORIC PRESERVATION","BRISTOL","CT"
"2","HISTORIC PRESERVATION","GREENWICH","CT"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","GREENWICH","CT"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","WATERFORD","CT"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","HARTFORD","CT"
"1","NATURAL HISTORY MUSEUM","NEW LONDON","CT"
"2","GENERAL MUSEUM","TOLLAND","CT"
"1","ART MUSEUM","BRIDEPORT","CT"
"2","GENERAL MUSEUM","WINDSOR","CT"
"3","HISTORIC PRESERVATION","WEST HARTFORD","CT"
"1","CHILDREN'S MUSEUM","MIDDLETOWN","CT"
"2","HISTORIC PRESERVATION","WINCHESTER CENTER","CT"
"1","CHILDREN'S MUSEUM","ANCHESTER","CT"
"2","HISTORIC PRESERVATION","OLD LYME","CT"
"1","HISTORIC PRESERVATION","LYME","CT"
"2","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","NEW HAVEN","CT"
"1","HISTORIC PRESERVATION","MERIDEN","CT"
"1","HISTORIC PRESERVATION","MIDDLETOWN","CT"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","MYSTIC","CT"
"2","GENERAL MUSEUM","STRATFORD","CT"
"2","HISTORIC PRESERVATION","NEW LONDON","CT"
"2","HISTORIC PRESERVATION","NEW MILFORD","CT"
"1","HISTORIC PRESERVATION","NOANK","CT"
"4","HISTORIC PRESERVATION","NORWALK","CT"
"1","HISTORY MUSEUM","NORWICH","CT"
"1","GENERAL MUSEUM","DERBY","CT"
"1","HISTORIC PRESERVATION","OXFORD","CT"
"2","HISTORIC PRESERVATION","PLAINVILLE","CT"
"1","GENERAL MUSEUM","THOMASTON","CT"
"1","GENERAL MUSEUM","RIDGEFIELD","CT"
"1","HISTORIC PRESERVATION","ROWAYTON","CT"
"1","HISTORIC PRESERVATION","NORTH GRANBY","CT"
"1","ART MUSEUM","WEST HAVEN","CT"
"1","HISTORIC PRESERVATION","SHARON","CT"
"1","HISTORY MUSEUM","SIMSBURY","CT"
"1","HISTORIC PRESERVATION","STAFFORD SPRINGS","CT"
"1","HISTORIC PRESERVATION","STRATFORD","CT"
"2","GENERAL MUSEUM","UNCASVILLE","CT"
"1","GENERAL MUSEUM","HARWINTON","CT"
"1","HISTORIC PRESERVATION","NORTHFORD","CT"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","WEST HARTFORD","CT"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","MYSTIC","CT"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","STORRS","CT"
"1","HISTORIC PRESERVATION","VOLUNTOWN","CT"
"2","ART MUSEUM","HARTFORD","CT"
"1","HISTORIC PRESERVATION","WARREN","CT"
"2","HISTORIC PRESERVATION","WILTON","CT"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","WEST HARTFORD","CT"
"1","ART MUSEUM","STORRS","CT"
"1","GENERAL MUSEUM","ENFIELD","CT"
"1","HISTORIC PRESERVATION","BLOOMFIELD","CT"
"1","HISTORIC PRESERVATION","WOLCOTT","CT"
"15","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","WASHINGTON","DC"
"1","HISTORY MUSEUM","WASHINGTON NAVY YARD","DC"
"5","GENERAL MUSEUM","DOVER","DE"
"1","GENERAL MUSEUM","CLAYMONT","DE"
"1","GENERAL MUSEUM","FREDERICA","DE"
"2","HISTORIC PRESERVATION","CLAYMONT","DE"
"3","HISTORIC PRESERVATION","NEW CASTLE","DE"
"6","HISTORIC PRESERVATION","NEWARK","DE"
"1","ART MUSEUM","DELMAR","DE"
"1","HISTORIC PRESERVATION","SELBYVILLE","DE"
"1","HISTORIC PRESERVATION","DELAWARE CITY","DE"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","DELAWARE CITY","DE"
"1","GENERAL MUSEUM","DELAWARE CITY","DE"
"1","HISTORY MUSEUM","WILMINGTON","DE"
"2","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","LEWES","DE"
"1","ART MUSEUM","GEORGETOWN","DE"
"1","GENERAL MUSEUM","GEORGETOWN","DE"
"2","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","NEWARK","DE"
"2","HISTORIC PRESERVATION","LARGO","FL"
"2","ART MUSEUM","FORT PIERCE","FL"
"2","GENERAL MUSEUM","CLEWISTON","FL"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","PORT ST LUCIE","FL"
"1","HISTORY MUSEUM","FERNANDINA","FL"
"1","GENERAL MUSEUM","LAUDERHILL","FL"
"1","HISTORIC PRESERVATION","ANNA MARIA","FL"
"2","HISTORIC PRESERVATION","APALACHICOLA","FL"
"1","ART MUSEUM","OCALA","FL"
"3","HISTORIC PRESERVATION","MIAMI BEACH","FL"
"1","HISTORIC PRESERVATION","ARCHER","FL"
"4","GENERAL MUSEUM","JENSEN BEACH","FL"
"2","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","KEY WEST","FL"
"2","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","SARASOTA","FL"
"2","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","KEY BISCAYNE","FL"
"2","HISTORIC PRESERVATION","BOCA GRANDE","FL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","KEY LARGO","FL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","SANIBEL","FL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","PORT ORANGE","FL"
"1","HISTORIC PRESERVATION","BOYTON BEACH","FL"
"4","HISTORIC PRESERVATION","COCOA","FL"
"1","GENERAL MUSEUM","COCOA","FL"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","MELBOURNE","FL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","TARPON SPRINGS","FL"
"6","GENERAL MUSEUM","FORT LAUDERDALE","FL"
"3","HISTORIC PRESERVATION","FORT LAUDERDALE","FL"
"5","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","JACKSONVILLE","FL"
"14","GENERAL MUSEUM","TAMPA","FL"
"4","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","FORT MYERS","FL"
"2","HISTORIC PRESERVATION","FORT WALTON BEACH","FL"
"2","HISTORIC PRESERVATION","TITUSVILLE","FL"
"1","HISTORIC PRESERVATION","CARRABELLE","FL"
"1","HISTORIC PRESERVATION","CEDAR KEY","FL"
"1","HISTORIC PRESERVATION","CHATTAHOOCHEE","FL"
"5","HISTORIC PRESERVATION","SARASOTA","FL"
"3","HISTORY MUSEUM","ST AUGUSTINE","FL"
"3","HISTORIC PRESERVATION","PALM HARBOR","FL"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","CLEARWATER","FL"
"2","HISTORIC PRESERVATION","GENEVA","FL"
"3","ART MUSEUM","SAINT PETERSBURG","FL"
"1","HISTORY MUSEUM","PALATKA","FL"
"4","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","NAPLES","FL"
"15","GENERAL MUSEUM","MIAMI","FL"
"1","HISTORIC PRESERVATION","CORTEZ","FL"
"1","NATURAL HISTORY MUSEUM","SARASOTA","FL"
"1","HISTORIC PRESERVATION","CRYSTAL BEACH","FL"
"2","HISTORY MUSEUM","CORAL GABLES","FL"
"2","GENERAL MUSEUM","PONTE VEDRA BEACH","FL"
"5","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","JACKSONVILLE","FL"
"4","GENERAL MUSEUM","FT LAUDERDALE","FL"
"1","GENERAL MUSEUM","DAVIE","FL"
"9","HISTORY MUSEUM","JACKSONVILLE","FL"
"4","GENERAL MUSEUM","OCALA","FL"
"13","HISTORIC PRESERVATION","KEY WEST","FL"
"2","HISTORIC PRESERVATION","DUNEDIN","FL"
"3","HISTORIC PRESERVATION","DELAND","FL"
"3","HISTORIC PRESERVATION","PLANT CITY","FL"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","FT WALTON BCH","FL"
"2","HISTORIC PRESERVATION","ESTERO","FL"
"1","CHILDREN'S MUSEUM","GAINESVILLE","FL"
"1","HISTORIC PRESERVATION","BUNNELL","FL"
"4","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","TAMPA","FL"
"1","HISTORY MUSEUM","CORTEZ","FL"
"2","HISTORIC PRESERVATION","ISLAMORADA","FL"
"1","HISTORY MUSEUM","PARRISH","FL"
"1","GENERAL MUSEUM","CLEARWATER","FL"
"3","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","JACKSONVILLE","FL"
"1","GENERAL MUSEUM","FERNANDINA BEACH","FL"
"2","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","FORT MYERS","FL"
"1","ART MUSEUM","FT WALTON BEACH","FL"
"1","HISTORIC PRESERVATION","ELLENTON","FL"
"1","GENERAL MUSEUM","BOCA GRANDE","FL"
"1","HISTORIC PRESERVATION","BELLE GLADE","FL"
"2","HISTORIC PRESERVATION","GOLDENROD","FL"
"1","CHILDREN'S MUSEUM","NAPLES","FL"
"1","HISTORIC PRESERVATION","GRACEVILLE","FL"
"2","HISTORIC PRESERVATION","GRANT","FL"
"1","CHILDREN'S MUSEUM","ST PETERSBURG","FL"
"1","HISTORIC PRESERVATION","GREENACRES","FL"
"1","HISTORIC PRESERVATION","MALABAR","FL"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","PONTE VEDRA BEACH","FL"
"1","HISTORIC PRESERVATION","ST PETE BEACH","FL"
"2","HISTORIC PRESERVATION","GULF BREEZE","FL"
"2","HISTORIC PRESERVATION","OSPREY","FL"
"1","ART MUSEUM","SEMINOLE","FL"
"2","ART MUSEUM","PANAMA CITY","FL"
"1","HISTORIC PRESERVATION","JASPER","FL"
"1","HISTORY MUSEUM","COCOA","FL"
"1","HISTORIC PRESERVATION","QUINCY","FL"
"5","HISTORIC PRESERVATION","PENSACOLA","FL"
"2","HISTORIC PRESERVATION","STUART","FL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","HOBE SOUND","FL"
"2","HISTORIC PRESERVATION","HOLLYWOOD","FL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","OCALA","FL"
"1","CHILDREN'S MUSEUM","HUDSON","FL"
"1","ART MUSEUM","MONTICELLO","FL"
"1","CHILDREN'S MUSEUM","PANAMA CITY","FL"
"1","HISTORIC PRESERVATION","KATHLEEN","FL"
"2","HISTORIC PRESERVATION","THE VILLAGES","FL"
"1","HISTORIC PRESERVATION","LADY LAKE","FL"
"1","HISTORIC PRESERVATION","LAKE MARY","FL"
"1","HISTORY MUSEUM","LEESBURG","FL"
"1","HISTORIC PRESERVATION","ENGLEWOOD","FL"
"1","HISTORIC PRESERVATION","CHIEFLAND","FL"
"2","GENERAL MUSEUM","FORT MYERS","FL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","NORTH PALM BEACH","FL"
"2","HISTORY MUSEUM","KEY WEST","FL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","MIAMI BEACH","FL"
"1","HISTORIC PRESERVATION","MIAMI SPRINGS","FL"
"1","GENERAL MUSEUM","MARCO ISLAND","FL"
"1","HISTORY MUSEUM","GREEN COVE SPRINGS","FL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","DELRAY BEACH","FL"
"4","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","WEST PALM BEACH","FL"
"1","HISTORIC PRESERVATION","MULBERRY","FL"
"1","ART MUSEUM","FORT LAUDERDA","FL"
"1","HISTORY MUSEUM","COCOA BEACH","FL"
"1","GENERAL MUSEUM","GENEVA","FL"
"3","GENERAL MUSEUM","DELRAY BEACH","FL"
"2","GENERAL MUSEUM","BOYNTON BEACH","FL"
"1","NATURAL HISTORY MUSEUM","TAMPA","FL"
"2","GENERAL MUSEUM","HUDSON","FL"
"1","GENERAL MUSEUM","ST. PETERSBURG","FL"
"2","GENERAL MUSEUM","FORT PIERCE","FL"
"1","GENERAL MUSEUM","CHIPLEY","FL"
"1","ART MUSEUM","WEST PALM BCH","FL"
"1","ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER","KISSIMMEE","FL"
"1","HISTORIC PRESERVATION","OAKLAND PARK","FL"
"1","GENERAL MUSEUM","KEY LARGO","FL"
"1","NATURAL HISTORY MUSEUM","VERO BEACH","FL"
"1","GENERAL MUSEUM","KISSIMMEE","FL"
"3","HISTORIC PRESERVATION","KISSIMMEE","FL"
"3","ART MUSEUM","PENSACOLA","FL"
"1","HISTORIC PRESERVATION","PLANTATION","FL"
"2","HISTORIC PRESERVATION","POMPANO BEACH","FL"
"1","HISTORIC PRESERVATION","ROCKLEDGE","FL"
"1","GENERAL MUSEUM","NEW PORT RICHY","FL"
"1","GENERAL MUSEUM","BONIFAY","FL"
"1","HISTORIC PRESERVATION","APOLLO BEACH","FL"
"1","ZOO, AQUARIUM, OR WILDLIFE CONSERVATION","SAINT AUGUSTINE","FL"
"1","ART MUSEUM","PALATKA","FL"
"1","HISTORIC PRESERVATION","MILTON","FL"
"2","GENERAL MUSEUM","SEBRING","FL"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","SANFORD","FL"
"1","GENERAL MUSEUM","BRADENTON","FL"
"1","GENERAL MUSEUM","MERRITT ISLAND","FL"
"1","HISTORIC PRESERVATION","CLERMONT","FL"
"1","GENERAL MUSEUM","ST CLOUD","FL"
"1","HISTORY MUSEUM","FT LAUDERDALE","FL"
"1","CHILDREN'S MUSEUM","ST AUGUSTINE","FL"
"1","GENERAL MUSEUM","LUTZ","FL"
"2","HISTORIC PRESERVATION","TARPON SPRINGS","FL"
"1","HISTORIC PRESERVATION","FT LAUDERDALE FL","FL"
"2","HISTORIC PRESERVATION","FT PIERCE","FL"
"1","SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM","TITUSVILLE","FL"
"1","GENERAL MUSEUM","DELTONA","FL"
"1","HISTORIC PRESERVATION","CRAWFORDVILLE","FL"
"1","HISTORIC PRESERVATION","WHITE SPRINGS","FL"
"1","HISTORIC PRESERVATION","EVINSTON","FL"
"1","CHILDREN'S MUSEUM","DAVIE","FL"
"1","GENERAL MUSEUM","ZEPHYRHILLS","FL"
"2","HISTORIC PRESERVATION","COVINGTON","GA"
